Unnamed: 0,course_name,course_url,course_photo,course_level,course_effort,course_length,course_language,course_subtitle,course_price,course_partner,university_link,course_enrollments,subject,title,rating,number_of_ratings,number_of_students,price
2975,Islamic Finance andCapital Markets:Structure and Trading of……,https://www.edx.org/course/islamic-finance-and-capital-markets-structure-and,https://prod-discovery.edx-cdn.org/media/course/image/03d11fb2-d75a-4c6e-9823-173495d2ad00-a85883bcf74c.jpg,['Introductory'],['3–4 hours per week'],['4 Weeks'],['English'],['English'],['$49 USD'],['The Islamic Research and Training Institute'],['https://www.edx.org/school/irtix'],not-mentioned,Economics & Finance,IRTIx: Islamic Finance and Capital Markets: Structure and Trading of Sukuk,None,None,Unknown,49
2976,Islamic Finance andCapital Markets…,https://www.edx.org/course/islamic-finance-and-capital-markets,https://prod-discovery.edx-cdn.org/media/course/image/8b817c50-5944-4852-aa4a-0651f2fbfc5a-1c624cdc40fb.jpg,['Introductory'],['3–6 hours per week'],['4 Weeks'],['English'],['English'],['$99 USD'],['The Islamic Research and Training Institute'],['https://www.edx.org/school/irtix'],"9,453",None,None,None,None,None,None
2977,AP® Macroeconomics:Challenging Concepts…,https://www.edx.org/course/ap-macroeconomics-challenging-concepts,https://prod-discovery.edx-cdn.org/media/course/image/b7452dab-60c0-4a61-9481-f05afaf021ad-035f427d8b88.png,['Introductory'],['2–4 hours per week'],['14 Weeks'],['English'],['English'],['$49 USD'],['Davidson Next'],['https://www.edx.org/school/davidson-next'],"16,111",Economics & Finance,DavidsonNext: AP® Macroeconomics: Challenging Concepts,None,None,Unknown,49
2978,Principles and Practicesof Islamic Insurance…,https://www.edx.org/course/principles-and-practices-of-islamic-insurance,https://prod-discovery.edx-cdn.org/media/course/image/89acbbbf-17fc-4648-ab97-52e6b906fcac-e34d9dbafece.jpg,['Introductory'],['3–6 hours per week'],['4 Weeks'],['English'],['English'],['$50 USD'],['The Islamic Research and Training Institute'],['https://www.edx.org/school/irtix'],not-mentioned,None,None,None,None,None,None
2979,Экономико-математич……,https://www.edx.org/course/ekonomiko-matematicheskoe-modelirovanie,https://prod-discovery.edx-cdn.org/media/course/image/ae63aa8f-1e9b-44fc-a150-f4c715c41ead-e25d7380a3bd.png,['Introductory'],['2–4 hours per week'],['11 Weeks'],['Русский'],['Русский'],['$49 USD'],['National Research Nuclear University'],['https://www.edx.org/school/mephix'],not-mentioned,None,None,None,None,None,None
2980,Introduction to RiskManagement…,https://www.edx.org/course/introduction-to-risk-management,https://prod-discovery.edx-cdn.org/media/course/image/2b5dbaf4-a7be-4b7a-b97a-d6f35f41973a-cb08eaaf580a.jpg,['Intermediate'],['1–2 hours per week'],['4 Weeks'],['English'],['English'],['$99 USD'],['New York Institute of Finance'],['https://www.edx.org/school/new-york-institute-finance'],not-mentioned,Economics & Finance,NYIF: Introduction to Risk Management,4.6,34,Unknown,Unknown
2981,Project Finance andPublic PrivatePartnerships Fundamen……,https://www.edx.org/course/project-finance-and-public-private-partnerships-fu,https://prod-discovery.edx-cdn.org/media/course/image/f5c1b524-b0bd-45d6-a188-8c156c7b06f8-526ea87128ff.jpg,['Introductory'],['1–2 hours per week'],['3 Weeks'],['English'],['English'],['$99 USD'],['New York Institute of Finance'],['https://www.edx.org/school/new-york-institute-finance'],not-mentioned,Economics & Finance,NYIF: Project Finance and Public Private Partnerships Fundamentals,3.4,6,Unknown,Unknown
2982,Electronic Trading inFinancial Markets…,https://www.edx.org/course/electronic-trading-in-financial-markets,https://prod-discovery.edx-cdn.org/media/course/image/5e4035d8-f67e-4eb8-8cc1-e591ba6c1c44-c01bac40a102.jpg,['Introductory'],['1–2 hours per week'],['4 Weeks'],['English'],['English'],['$99 USD'],['New York Institute of Finance'],['https://www.edx.org/school/new-york-institute-finance'],not-mentioned,Economics & Finance,NYIF: Electronic Trading in Financial Markets,None,None,Unknown,Unknown
2983,Cash Flow Analysis…,https://www.edx.org/course/cash-flow-analysis,https://prod-discovery.edx-cdn.org/media/course/image/1769d726-77b5-4721-99a5-cf17b32d5945-3b3ce8a86663.jpg,['Advanced'],['2–3 hours per week'],['4 Weeks'],['English'],['English'],['$300 USD'],['New York Institute of Finance'],['https://www.edx.org/school/new-york-institute-finance'],not-mentioned,Economics & Finance,NYIF: Cash Flow Analysis,4.6,7,Unknown,Unknown
2984,"Derivatives, Futures,Swaps, and Options…",https://www.edx.org/course/derivatives-futures-swaps-and-options,https://prod-discovery.edx-cdn.org/media/course/image/b1ec9e08-c415-4def-896f-3a1279fa40fe-4c1576f52b81.jpg,['Introductory'],['1–2 hours per week'],['6 Weeks'],['English'],['English'],['$250 USD'],['New York Institute of Finance'],['https://www.edx.org/school/new-york-institute-finance'],not-mentioned,Economics & Finance,"NYIF: Derivatives, Futures, Swaps, and Options",None,None,Unknown,Unknown
2985,Ratio Analysis…,https://www.edx.org/course/ratio-analysis,https://prod-discovery.edx-cdn.org/media/course/image/1d52e366-b627-4c6c-ba24-7bd883907fb3-fc0d6b1a00e3.jpg,['Advanced'],['2–3 hours per week'],['5 Weeks'],['English'],['English'],['$200 USD'],['New York Institute of Finance'],['https://www.edx.org/school/new-york-institute-finance'],not-mentioned,Economics & Finance,NYIF: Ratio Analysis,4.6,8,Unknown,Unknown
2986,"Measuring Risk: Equity,Fixed Income, Derivativesand FX…",https://www.edx.org/course/measuring-risk-equity-fixed-income-derivatives-and,https://prod-discovery.edx-cdn.org/media/course/image/895fcfe9-aba3-4a36-833c-6619d9f0a948-0f601bc4b870.jpg,['Intermediate'],['1–2 hours per week'],['4 Weeks'],['English'],['English'],['$249 USD'],['New York Institute of Finance'],['https://www.edx.org/school/new-york-institute-finance'],not-mentioned,Economics & Finance,"NYIF: Measuring Risk: Equity, Fixed Income, Derivatives and FX",4.7,22,Unknown,Unknown
2987,Bond and Equity Marketsand Financial Regulation…,https://www.edx.org/course/bond-and-equity-markets-and-financial-regulation,https://prod-discovery.edx-cdn.org/media/course/image/d878291d-824b-4a45-b6ee-22c8658ecd8f-238c2310e619.jpg,['Introductory'],['1–2 hours per week'],['6 Weeks'],['English'],['English'],['$250 USD'],['New York Institute of Finance'],['https://www.edx.org/school/new-york-institute-finance'],not-mentioned,Economics & Finance,NYIF: Bond and Equity Markets and Financial Regulation,None,None,Unknown,Unknown
2988,Quantitative TechnicalAnalysis…,https://www.edx.org/course/quantitative-technical-analysis,https://prod-discovery.edx-cdn.org/media/course/image/be507626-8e8b-41cc-b022-cdd85f97a914-cbef8ce9e40c.jpeg,['Introductory'],['1–2 hours per week'],['4 Weeks'],['English'],['English'],['$299 USD'],['New York Institute of Finance'],['https://www.edx.org/school/new-york-institute-finance'],not-mentioned,Economics & Finance,NYIF: Quantitative Technical Analysis,None,None,Unknown,Unknown
2989,Projections andStructuring…,https://www.edx.org/course/projections-and-structuring,https://prod-discovery.edx-cdn.org/media/course/image/1d0673ba-15f0-403b-9c2a-2410a2cbc654-7bb2e0c71d30.jpg,['Advanced'],['2–3 hours per week'],['6 Weeks'],['English'],['English'],['$400 USD'],['New York Institute of Finance'],['https://www.edx.org/school/new-york-institute-finance'],not-mentioned,Economics & Finance,NYIF: Projections and Structuring,None,None,Unknown,Unknown
2990,The Project FinanceProcess…,https://www.edx.org/course/the-project-finance-process,https://prod-discovery.edx-cdn.org/media/course/image/b3d31426-e592-4427-8deb-f59fccdba2d0-980562dc1173.jpg,['Introductory'],['1–2 hours per week'],['3 Weeks'],['English'],['English'],['$189 USD'],['New York Institute of Finance'],['https://www.edx.org/school/new-york-institute-finance'],not-mentioned,Economics & Finance,NYIF: The Project Finance Process,None,None,Unknown,Unknown
2991,Deal Structures in ProjectFinance…,https://www.edx.org/course/deal-structures-in-project-finance,https://prod-discovery.edx-cdn.org/media/course/image/017f17d6-2b29-468b-b6bc-52f339628fc5-032786ca7408.jpg,['Introductory'],['1–2 hours per week'],['3 Weeks'],['English'],['English'],['$189 USD'],['New York Institute of Finance'],['https://www.edx.org/school/new-york-institute-finance'],not-mentioned,Economics & Finance,NYIF: Deal Structures in Project Finance,None,None,Unknown,Unknown
2992,Credit Derivatives andEquity and Bond IPO…,https://www.edx.org/course/credit-derivatives-and-equity-and-bond-ipo,https://prod-discovery.edx-cdn.org/media/course/image/503b890d-c21f-40f0-a848-a9941ea6d08c-307fe349eb49.jpg,['Introductory'],['1–2 hours per week'],['3 Weeks'],['English'],['English'],['$250 USD'],['New York Institute of Finance'],['https://www.edx.org/school/new-york-institute-finance'],not-mentioned,Economics & Finance,NYIF: Credit Derivatives and Equity and Bond IPO,None,None,Unknown,Unknown
2993,Credit and Credit RiskAnalysis ProfessionalCertificate Examination…,https://www.edx.org/course/credit-and-credit-risk-analysis-professional-certi,https://prod-discovery.edx-cdn.org/media/course/image/48c330ea-1697-4c68-90aa-dd16a1d575bf-cd8cb5b73ef2.jpg,['Advanced'],['1–2 hours per week'],['1 Weeks'],['English'],['English'],['$450 USD'],['New York Institute of Finance'],['https://www.edx.org/school/new-york-institute-finance'],not-mentioned,Economics & Finance,NYIF: Credit and Credit Risk Analysis Professional Certificate Examination,None,None,Unknown,Unknown
2994,Capital MarketsProfessional CertificateExamination…,https://www.edx.org/course/capital-markets-professional-certificate-examinati,https://prod-discovery.edx-cdn.org/media/course/image/47c70e1f-95cd-4952-a4e9-03137b20adea-bd2de6df63a9.jpg,['Introductory'],['1–2 hours per week'],['1 Weeks'],['English'],['English'],['$351 USD'],['New York Institute of Finance'],['https://www.edx.org/school/new-york-institute-finance'],not-mentioned,Economics & Finance,NYIF: Capital Markets Professional Certificate Examination,None,None,Unknown,Unknown
2995,"Equity Indexes,Valuations, andInvestment Vehicles…",https://www.edx.org/course/equity-indexes-valuations-and-investment-vehicles,https://prod-discovery.edx-cdn.org/media/course/image/11ca5790-7ac8-48ed-bffd-b8ef4f7b1cec-f1c6000557b4.jpg,['Introductory'],['1–2 hours per week'],['4 Weeks'],['English'],['English'],['$250 USD'],['New York Institute of Finance'],['https://www.edx.org/school/new-york-institute-finance'],not-mentioned,Economics & Finance,"NYIF: Equity Indexes, Valuations, and Investment Vehicles",None,None,Unknown,Unknown
2996,Discounted Cash Flow(DCF) and OtherValuation Methodologies…,https://www.edx.org/course/discounted-cash-flow-dcf-and-other-valuation-methodologies,https://prod-discovery.edx-cdn.org/media/course/image/e61ba9ca-dc28-447d-954c-1783923eaee4-ba0bf556c7bf.jpeg,['Introductory'],['1–2 hours per week'],['4 Weeks'],['English'],['English'],['$250 USD'],['New York Institute of Finance'],['https://www.edx.org/school/new-york-institute-finance'],not-mentioned,Economics & Finance,NYIF: Discounted Cash Flow (DCF) and Other Valuation Methodologies,None,None,Unknown,Unknown
2997,Documentation in ProjectFinance…,https://www.edx.org/course/documentation-in-project-finance,https://prod-discovery.edx-cdn.org/media/course/image/1596f94a-5484-4d1e-996e-947a9cb11e94-4769037faf03.jpg,['Introductory'],['1–2 hours per week'],['3 Weeks'],['English'],['English'],['$189 USD'],['New York Institute of Finance'],['https://www.edx.org/school/new-york-institute-finance'],not-mentioned,Economics & Finance,NYIF: Documentation in Project Finance,None,None,Unknown,Unknown
2998,Deals in Project Finance:Case Studies andAnalysis…,https://www.edx.org/course/deals-in-project-finance-case-studies-and-analysis,https://prod-discovery.edx-cdn.org/media/course/image/10418d2a-ce21-4ee7-9827-6b6e02305e75-8d0d46bcd7ad.jpg,['Introductory'],['1–2 hours per week'],['3 Weeks'],['English'],['English'],['$189 USD'],['New York Institute of Finance'],['https://www.edx.org/school/new-york-institute-finance'],not-mentioned,Economics & Finance,NYIF: Deals in Project Finance: Case Studies and Analysis,None,None,Unknown,Unknown
2999,Risks in Project Finance:Case Studies andAnalysis…,https://www.edx.org/course/risks-in-project-finance-case-studies-and-analysis,https://prod-discovery.edx-cdn.org/media/course/image/e58b6dca-1ca9-4069-8829-3caeec8e7e22-e88534cbd6df.jpg,['Introductory'],['1–2 hours per week'],['3 Weeks'],['English'],['English'],['$189 USD'],['New York Institute of Finance'],['https://www.edx.org/school/new-york-institute-finance'],not-mentioned,Economics & Finance,NYIF: Risks in Project Finance: Case Studies and Analysis,None,None,Unknown,Unknown
3000,Risk Management Toolsand Practices…,https://www.edx.org/course/risk-management-tools-and-practices,https://prod-discovery.edx-cdn.org/media/course/image/258c4d54-a2dc-405e-881e-81765e44fc87-84dc6dffa356.jpg,['Intermediate'],['1–2 hours per week'],['4 Weeks'],['English'],['English'],['$349 USD'],['New York Institute of Finance'],['https://www.edx.org/school/new-york-institute-finance'],not-mentioned,Economics & Finance,NYIF: Risk Management Tools and Practices,4.9,15,Unknown,Unknown
3001,Financial Developmentand Financial Inclusion…,https://www.edx.org/course/financial-development-and-financial-inclusion,https://prod-discovery.edx-cdn.org/media/course/image/f9c23be1-aba6-422d-a10e-b3c02331426d-b1ccfd3b305b.png,['Intermediate'],['8–10 hours per week'],['7 Weeks'],['English'],['English'],['$25 USD'],['The International Monetary Fund'],['https://www.edx.org/school/imfx'],"14,566",Economics & Finance,IMFx: Financial Development and Financial Inclusion,4.3,14,26915,25
3002,Stress Testing and RiskRegulation – Part 2…,https://www.edx.org/course/stress-testing-and-risk-regulation-part-2,https://prod-discovery.edx-cdn.org/media/course/image/ef1db4e1-3a12-4e4f-9a08-357f95ac60d6-741782e5f046.jpg,['Intermediate'],['1–2 hours per week'],['4 Weeks'],['English'],['English'],['$349 USD'],['New York Institute of Finance'],['https://www.edx.org/school/new-york-institute-finance'],not-mentioned,Economics & Finance,NYIF: Stress Testing and Risk Regulation – Part 2,4.9,22,Unknown,Unknown
3003,Stress Testing and RiskRegulation – Part 1…,https://www.edx.org/course/stress-testing-and-risk-regulation-part-1,https://prod-discovery.edx-cdn.org/media/course/image/54c93765-c7e3-4329-9891-3d2b67349b57-77d0337e60ed.jpg,['Intermediate'],['1–2 hours per week'],['4 Weeks'],['English'],['English'],['$349 USD'],['New York Institute of Finance'],['https://www.edx.org/school/new-york-institute-finance'],not-mentioned,Economics & Finance,NYIF: Stress Testing and Risk Regulation – Part 1,4.8,14,Unknown,Unknown
3004,Project Finance and thePublic PrivatePartnership Examination…,https://www.edx.org/course/project-finance-and-the-public-private-partnership,https://prod-discovery.edx-cdn.org/media/course/image/8fc077e2-73be-46d7-b4be-0aad00bced65-54665a511408.jpg,['Introductory'],['1–2 hours per week'],['1 Weeks'],['English'],['English'],['$355 USD'],['New York Institute of Finance'],['https://www.edx.org/school/new-york-institute-finance'],not-mentioned,Deal Structures in Project Finance,NYIF: Project Finance and the Public Private Partnership Examination,None,None,Unknown,Unknown
3005,Risk ManagementProfessional CertificateExamination…,https://www.edx.org/course/risk-management-professional-certificate-examinati,https://prod-discovery.edx-cdn.org/media/course/image/32febc06-7387-4a8e-bb7e-6e5c3a46162f-4c1aef3782e3.jpg,['Intermediate'],['1–2 hours per week'],['1 Weeks'],['English'],['English'],['$500 USD'],['New York Institute of Finance'],['https://www.edx.org/school/new-york-institute-finance'],not-mentioned,"Measuring Risk: Equity, Fixed Income, Derivatives and FX",NYIF: Risk Management Professional Certificate Examination,None,None,Unknown,Unknown
3006,Corporate FundingAlternatives andFinancing Strategies…,https://www.edx.org/course/corporate-funding-alternatives-and-financing-strategies,https://prod-discovery.edx-cdn.org/media/course/image/3bf8dd1a-71af-4347-80dd-81cb479d7ce7-e5b141edc4ec.jpeg,['Introductory'],['1–2 hours per week'],['2 Weeks'],['English'],['English'],['$275 USD'],['New York Institute of Finance'],['https://www.edx.org/school/new-york-institute-finance'],not-mentioned,Economics & Finance,NYIF: Corporate Funding Alternatives and Financing Strategies,4.6,5,Unknown,Unknown
