course_title,url,price,num_subscribers,num_reviews,num_lectures,level,content_duration,published_timestamp,subject,rating,number_of_ratings,update_date,number_of_students,time_since_creation
The Ultimate Guide to Dividend & Dividend Growth Investing,https://www.udemy.com/investing-learn-how-to-build-a-dividend-portfolio-step-by-step/,200,2115,59,88,All Levels,5.5,2015-11-13T18:10:25Z,Finance & Accounting,4.1,239.0,3/2016,3313.0,9
Charting for Beginners 101: Technical Analysis Demystified,https://www.udemy.com/charting-for-beginners-101/,45,2230,102,10,All Levels,1.5,2015-10-09T21:27:49Z,Finance & Accounting,4.5,312.0,3/2016,3026.0,9
Build a DCF Valuation Model,https://www.udemy.com/build-a-dcf-valuation-model/,50,2053,234,44,All Levels,5.5,2014-10-01T18:49:29Z,Finance & Accounting,4.1,425.0,9/2014,2653.0,10
Introductory Financial Accounting,https://www.udemy.com/introductory-financial-accounting/,80,1793,265,54,Beginner Level,10.0,2012-10-03T03:20:10Z,Finance & Accounting,4.7,672.0,2/2019,2715.0,12
Trade Pullback Candlestick Strategy - Make Consistent Pips,https://www.udemy.com/make-consistent-profit-using-pullback-candlestick-strategy/,200,521,67,24,All Levels,3.0,2016-02-24T17:30:41Z,Finance & Accounting,3.8,120.0,6/2018,820.0,8
Use the Magic Multiple Moving Average Forex Trading system,https://www.udemy.com/the-magic-multiple-moving-average-forex-trading-system/,50,1097,252,10,Intermediate Level,1.0,2014-11-08T02:21:54Z,Finance & Accounting,4.6,1109.0,11/2015,5587.0,10
QuickBooks 2015 Training for Newbies,https://www.udemy.com/free-training-quickbooks-2015/,200,2506,21,76,Beginner Level,6.0,2015-05-11T23:16:54Z,Finance & Accounting,3.9,26.0,11/2016,2534.0,9
TRADING PSYCHOLOGY: Trading Mindset Mastery,https://www.udemy.com/trading-psychology-trading-mindset-mastery/,120,975,23,23,Intermediate Level,1.0,2015-09-30T18:57:45Z,Finance & Accounting,4.1,78.0,1/2017,1203.0,9
Option Trading: How to Adjust Delta-Neutral Strangles!,https://www.udemy.com/option-trading-selling-strangles/,145,1398,15,26,All Levels,1.5,2015-10-19T23:01:15Z,Finance & Accounting,3.1,38.0,11/2016,1556.0,9
Tax Strategy: Financial Planning for Beginners,https://www.udemy.com/taxsavingstrategy/,200,1703,59,25,All Levels,2.0,2014-11-04T01:37:23Z,Finance & Accounting,4.4,148.0,4/2015,2289.0,10
Accounting 2 Simplified for You,https://www.udemy.com/accounting-2-simplified-for-you/,45,1446,23,27,Beginner Level,5.0,2014-12-09T08:31:40Z,Finance & Accounting,4.7,901.0,12/2014,4075.0,10
Investing: How I Consistently Beat The Stock Market,https://www.udemy.com/beat-the-stock-market/,200,2000,31,34,All Levels,4.5,2014-12-11T20:35:05Z,Finance & Accounting,4.0,46.0,7/2015,2155.0,10
Bookkeeping Basics #1: Understand the Fundamentals,https://www.udemy.com/bookkeeping-basics/,75,853,45,48,Beginner Level,4.5,2016-11-06T22:33:44Z,Finance & Accounting,4.6,6193.0,5/2023,25952.0,8
TechniTrader Leading Hybrid Indicator Trading,https://www.udemy.com/leading-hybrid-indicator-trading/,20,4117,54,5,Intermediate Level,1.0,2013-04-04T21:36:10Z,Finance & Accounting,3.8,78.0,4/2013,4196.0,11
Non Directional Weekly Options Trading System - ETF & Emini,https://www.udemy.com/etf-stock-options-non-directional-weekly-trading-system/,200,897,22,21,All Levels,2.0,2016-05-24T15:43:06Z,Finance & Accounting,4.6,91.0,1/2017,1402.0,8
Master Iron Condors - Double the credit for half the risk,https://www.udemy.com/iron-condor-options-trading-strategy/,60,1338,139,7,Expert Level,1.0,2013-03-02T13:27:41Z,Finance & Accounting,4.5,423.0,12/2019,3188.0,11
Basics of investing in Mutual Funds,https://www.udemy.com/mutualfundinvesting/,20,1589,26,42,Intermediate Level,1.5,2015-03-03T01:22:39Z,Finance & Accounting,3.2,254.0,3/2022,2476.0,9
A Value Investing Approach to the Stock Market,https://www.udemy.com/start-investing-the-right-way/,20,1189,12,15,All Levels,1.5,2015-02-19T20:40:23Z,Finance & Accounting,3.6,20.0,3/2015,2213.0,9
INVESTING or TRADING SUCCESS-Secrets of a Hedge Fund Manager,https://www.udemy.com/learn-how-to-invest-for-huge-profits-or-make-9k-day-trading/,50,701,12,37,All Levels,5.5,2015-06-19T22:49:13Z,Finance & Accounting,3.9,58.0,11/2015,968.0,9
"How to Fund your Business: Equity, Debt, Unfund",https://www.udemy.com/how-to-fund-your-million-dollar-idea-equity-debt-unfund/,50,1105,3,54,Intermediate Level,6.0,2015-02-11T06:52:30Z,Finance & Accounting,4.6,5.0,8/2015,1157.0,9
"Get to know the VIX Index (aka ""The Fear Index"")",https://www.udemy.com/vix-index/,60,727,64,9,All Levels,1.0,2013-03-08T11:42:48Z,Finance & Accounting,4.6,196.0,12/2019,1463.0,11
Introduction to Futures Trading and Live Trade Demonstration,https://www.udemy.com/introduction-to-futures-trading-and-live-trading-futures/,60,54,4,6,Expert Level,0.7166666666666667,2017-05-24T14:16:09Z,Finance & Accounting,4.0,94.0,9/2021,592.0,7
Comprehensive Forex Mastery Program,https://www.udemy.com/forex-mastery/,45,650,107,97,All Levels,10.0,2013-02-07T19:50:45Z,Finance & Accounting,4.6,456.0,1/2020,2501.0,11
Learn to Trade for Profit: Ten Most Profitable Trading Rules,https://www.udemy.com/trading-stocks-successfully-ten-rules-of-successful-trading/,95,739,28,45,All Levels,2.0,2014-12-23T15:28:09Z,Finance & Accounting,4.5,266.0,1/2024,4815.0,10
Succeed in Lotto Even if You Don't Know Where to Start!,https://www.udemy.com/succeed-in-lotto-even-if-you-dont-know-where-to-start/,20,1201,12,18,All Levels,1.5,2017-05-11T22:19:28Z,Finance & Accounting,3.8,39.0,7/2017,1337.0,7
CFA Corporate Finance Level 2,https://www.udemy.com/advanced-capital-budgeting-techniques/,50,2474,6,128,All Levels,17.5,2015-07-07T20:35:21Z,Finance & Accounting,3.8,23.0,6/2021,3160.0,9
Introduction to Options - Complete Course for Beginners,https://www.udemy.com/introduction-to-options-start-trading-now/,40,617,44,55,All Levels,4.5,2015-08-16T22:14:02Z,Finance & Accounting,4.5,1728.2865544013123,Unknown,21058.0,9
"Trading Seasonal Price Patterns in Stocks, Futures, & Forex!",https://www.udemy.com/trading-seasonal-price-patterns-in-stocks-futures-forex/,200,1094,8,13,Beginner Level,2.0,2016-03-30T04:56:57Z,Finance & Accounting,3.3,24.0,1/2017,1214.0,8
Introduction to Bookkeeping (Accounting),https://www.udemy.com/introduction-to-bookkeeping/,20,3251,10,59,Beginner Level,12.0,2014-01-31T20:40:36Z,Finance & Accounting,3.8,58.0,1/2014,3463.0,10
CREDIT SPREAD SURGERY - Bear Call and Bull Put Mastery,https://www.udemy.com/advanced-credit-spreads/,60,607,55,16,Intermediate Level,2.0,2013-03-05T11:31:37Z,Finance & Accounting,4.5,195.0,12/2019,1544.0,11
Learn To Invest In Index Funds and ETFs In 7 Easy Steps,https://www.udemy.com/invest-in-index-funds-and-etfs-in-7-easy-steps/,20,1132,33,18,All Levels,1.0,2015-07-20T23:48:08Z,Finance & Accounting,4.1,78.0,7/2015,2294.0,9
Financial modeling: Build a multiples equity valuation model,https://www.udemy.com/how-to-do-a-multiples-based-valuation-of-a-company/,20,656,17,20,All Levels,1.5,2016-05-30T18:00:22Z,Finance & Accounting,3.6,45.0,5/2024,767.0,8
Advanced Stock Options for Serious Equity Investors!,https://www.udemy.com/bullet-proof-options-controlled-leverage-investing-secrets/,200,1271,23,7,Expert Level,1.5,2015-09-22T19:48:31Z,Finance & Accounting,3.6,33.0,1/2017,1357.0,9
CFA: Fast Track your career in Finance,https://www.udemy.com/cfapreparebetter/,20,1393,27,21,Beginner Level,2.0,2015-09-29T20:12:53Z,Finance & Accounting,4.3,36.0,4/2016,1453.0,9
How to be a Profitable Forex Trader,https://www.udemy.com/making-money-in-forex-market/,20,1029,13,7,All Levels,0.6833333333333333,2016-05-04T00:01:47Z,Finance & Accounting,4.3,32.0,5/2016,1145.0,8
Microsoft Excel Training - Interactive Dashboards,https://www.udemy.com/interactive-charts-in-excel/,30,843,54,34,All Levels,3.0,2015-03-19T16:57:50Z,Finance & Accounting,4.3,163.0,9/2020,1349.0,9
Master Cashflow in 60 Mins: Business Financial Planning,https://www.udemy.com/cashflow-forecasting-made-easy-learn-it-in-40-mins/,95,1730,12,12,All Levels,1.5,2014-07-24T15:20:39Z,Finance & Accounting,4.4,471.0,5/2024,31883.0,10
"The Securities Trade Lifecycle: Front, Middle & Back-Office",https://www.udemy.com/the-securities-trade-lifecycle/,50,1182,110,22,All Levels,4.0,2014-03-12T13:40:53Z,Finance & Accounting,4.4,3097.0,12/2023,16223.0,10
Double your Forex Account using the MAGIC MA trading robot,https://www.udemy.com/double-your-forex-account-using-the-magic-ma-robot/,65,1160,117,24,Intermediate Level,2.5,2014-12-10T21:45:30Z,Finance & Accounting,3.9,828.0,3/2018,7001.0,10
Advanced Accounting for Investment Banking,https://www.udemy.com/advanced-accounting-for-investment-banking/,50,1260,80,38,Intermediate Level,4.0,2014-10-01T18:51:06Z,Finance & Accounting,4.6,152.0,9/2014,1505.0,10
Master Cash Flow Valuation - Financial Literacy in Excel,https://www.udemy.com/financial-literacy-basics/,105,2987,23,19,All Levels,2.0,2014-12-22T13:39:16Z,Finance & Accounting,4.7,62.0,4/2020,4756.0,10
Direction-Independ Trading - Elite Forex Traders Strategy,https://www.udemy.com/direction-independ-trading-elite-traders-forex-strategy/,120,973,15,28,All Levels,2.5,2016-06-21T22:46:41Z,Finance & Accounting,4.1,32.0,7/2018,1067.0,8
How to Become a Financial Analyst from Scratch!,https://www.udemy.com/become-a-financial-analyst-from-scratch-n1/,40,2177,31,38,Beginner Level,5.0,2015-07-07T18:59:39Z,Finance & Accounting,4.1,1368.0,3/2016,20886.0,9
Financial analysis: Compare performance of companies,https://www.udemy.com/financial-performance-analysis/,20,1850,40,20,All Levels,1.0,2015-06-01T20:09:03Z,Finance & Accounting,4.4,113.0,5/2024,2181.0,9
10 Essential Numbers Every Business Owner Should Know,https://www.udemy.com/10-numbers-every-business-owner-should-know/,20,13,1,9,All Levels,1.0,2015-03-08T19:11:24Z,Finance & Accounting,4.6,6.0,7/2023,42.0,9
Accounting for Beginners: Financial Accounting Made Easy,https://www.udemy.com/fundamentals-of-accounting-for-business-owners/,20,217,0,47,Beginner Level,2.5,2017-02-06T16:35:44Z,Finance & Accounting,4.2,662.0,3/2021,46270.0,7
Practical Financial Statement Analysis,https://www.udemy.com/practical-financial-statement-analysis/,75,22,5,45,All Levels,4.5,2017-05-01T23:22:07Z,Finance & Accounting,3.7,116.0,5/2020,670.0,7
The Complete Financial Statement Analysis Course,https://www.udemy.com/the-complete-financial-statement-analysis-course/,150,912,12,37,Beginner Level,3.0,2017-01-11T02:52:19Z,Finance & Accounting,4.0,253.0,10/2017,2098.0,7
Advanced Excel functions,https://www.udemy.com/advanced-excel-functions-to-analyze-large-data/,20,1964,47,15,All Levels,1.5,2016-01-12T20:03:45Z,Finance & Accounting,4.3,69.0,5/2024,2013.0,8
Penny Stock Queen: Beginner Manual to Chart Patterns & Tips,https://www.udemy.com/basics-investing-penny-stocks-beginners-hot-best-penny-stocks-trading/,200,1033,2,31,Beginner Level,1.5,2017-02-22T21:36:08Z,Finance & Accounting,4.7,63.0,5/2024,4586.0,7
Candlestick Analysis For Professional Traders,https://www.udemy.com/testing-candlesticks/,95,913,117,48,Expert Level,2.0,2016-05-18T16:04:14Z,Finance & Accounting,4.5,285.0,6/2017,1618.0,8
Build A Career In Forex Trading- Learn Fundamental Analysis,https://www.udemy.com/build-a-career-in-forex-trading-learn-fundamental-analysis/,200,2092,77,52,All Levels,3.5,2015-11-23T20:42:22Z,Finance & Accounting,4.3,754.0,1/2018,5063.0,9
Financial Modeling: Build a Complete DCF Valuation Model,https://www.udemy.com/learn-how-to-value-a-company-and-build-a-dcf-model/,95,2240,185,44,All Levels,2.5,2014-12-03T21:41:25Z,Finance & Accounting,4.3,5607.0,4/2023,34444.0,10
Hands-on Financial Modeling (With 6 Excel Templates),https://www.udemy.com/financial-modelling-in-excel/,30,4601,38,14,Intermediate Level,4.0,2015-04-02T17:51:17Z,Finance & Accounting,3.1,83.0,12/2014,4807.0,9
CAIIB Advanced Bank Management (Part I),https://www.udemy.com/statistics-regression-analysis/,25,2953,20,211,All Levels,20.5,2016-04-15T18:43:40Z,Finance & Accounting,4.4,68.0,6/2021,5800.0,8
Stock Market investment: Non financial fundamental analysis,https://www.udemy.com/stock-market-investmentnon-financial-fundamental-analysis/,125,1091,4,29,Beginner Level,3.0,2016-12-20T14:36:59Z,Finance & Accounting,3.6,33.0,12/2017,1281.0,8
Learn How To Play CashFlow 101 Game To Quit Your 9-5 Job,https://www.udemy.com/learn-how-to-play-cashflow-game/,35,1459,11,26,Beginner Level,1.0,2016-10-17T21:16:49Z,Finance & Accounting,4.4,59.0,3/2020,1748.0,8
Basics of Business Finance,https://www.udemy.com/basics-of-business-finance/,30,4855,64,24,Beginner Level,4.0,2013-03-22T17:42:18Z,Finance & Accounting,3.4,396.0,4/2013,6010.0,11
"Bitcoin: el futuro del dinero, hoy",https://www.udemy.com/bitcoin-el-futuro-del-dinero-hoy/,200,57,22,19,Intermediate Level,3.0,2016-06-06T00:06:37Z,Finance & Accounting,4.0,49.0,6/2016,152.0,8
Trading con retrocesos de Fibonacci,https://www.udemy.com/trading-con-retrocesos-de-fibonacci/,25,14,4,15,All Levels,2.5,2017-02-07T15:34:03Z,Finance & Accounting,4.1,32.0,8/2022,156.0,7
Finanzen für Unternehmer: mehr Erfolg mit Finanzwissen!,https://www.udemy.com/mit-finanzwissen-zu-besserem-unternehmertum/,50,49,3,23,Beginner Level,3.0,2017-05-10T15:10:34Z,Finance & Accounting,4.3,128.0,11/2021,1183.0,7
المحاسبة للإداريين و غير المحاسبين,https://www.udemy.com/accounting-for-non-accountants-trendcast/,20,9,3,17,Beginner Level,0.7166666666666667,2016-04-23T22:57:42Z,Finance & Accounting,4.5,24.0,4/2016,80.0,8
株式投資で本当のファンダメンタル分析ができるようになる,https://www.udemy.com/jun-sakai-trading-course3/,20,91,7,30,All Levels,2.0,2016-06-21T17:59:58Z,Finance & Accounting,4.0,1728.2865544013123,2/2020,12469.926315789473,8
Curso de Trading práctico basado en casos reales,https://www.udemy.com/trading-practico/,20,44,6,55,All Levels,10.0,2016-08-29T16:36:38Z,Finance & Accounting,4.2,23.0,8/2022,242.0,8
Curso Avanzado de Trading,https://www.udemy.com/curso-avanzado-de-trading/,125,106,11,100,All Levels,20.5,2015-11-28T06:25:44Z,Finance & Accounting,3.6,123.0,8/2022,723.0,9
Technical Analysis Elliott Wave Theory for Financial Trading,https://www.udemy.com/technical-analysis-using-elliott-wave-theory/,60,217,7,16,All Levels,1.0,2016-11-01T19:30:11Z,Finance & Accounting,4.7,686.0,11/2023,3904.0,8
The Basics Of Volume Analysis,https://www.udemy.com/volume-analysis-basis/,60,611,57,13,All Levels,1.5,2013-02-24T13:23:14Z,Finance & Accounting,3.4,213.0,12/2019,1420.0,11
Technical Analysis - A practical approach for trade entry,https://www.udemy.com/learn-technical-analysis/,60,454,52,15,Expert Level,2.0,2013-02-24T04:47:36Z,Finance & Accounting,4.5,180.0,12/2019,1419.0,11
The Complete Guide to Professional Trading with Elliott Wave,https://www.udemy.com/practical-trading-trade-stocks-forex-with-elliott-wave/,115,228,49,43,All Levels,4.5,2016-05-11T16:40:05Z,Finance & Accounting,4.7,310.0,1/2024,1609.0,8
A Complete Guide to Becoming a Trader on the Forex Market,https://www.udemy.com/make-a-living-with-forex/,25,562,11,15,All Levels,1.0,2014-06-28T05:52:41Z,Finance & Accounting,4.1,18.0,7/2014,592.0,10
Stock Trading & Investing for Beginners 4-in-1 Course Bundle,https://www.udemy.com/complete-stock-market-starter-toolkit-for-beginners/,120,577,45,82,Intermediate Level,6.5,2016-03-31T18:22:30Z,Finance & Accounting,4.6,6235.0,11/2023,44949.0,8
Technical Analysis 102: Secrets of Trading Revealed,https://www.udemy.com/secrets-of-stock-market-trading-revealed/,150,912,27,81,All Levels,2.5,2015-07-16T22:29:32Z,Finance & Accounting,4.1,338.0,1/2024,7977.0,9
Awaken the Accountant in You | Master the Accounting Basics,https://www.udemy.com/enlightened-accountant-master-accounting-basics-in-no-time/,35,1135,10,16,Beginner Level,1.5,2015-11-24T23:55:22Z,Finance & Accounting,4.0,309.0,12/2016,5379.0,9
Situational Trading: Proven Option Strategy for any Scenario,https://www.udemy.com/situationaltrading/,200,1048,11,16,All Levels,1.5,2015-11-06T19:01:58Z,Finance & Accounting,3.8,19.0,8/2017,1124.0,9
Learn and Master the Basics of Finance,https://www.udemy.com/finance-101/,20,43,17,39,Beginner Level,3.0,2016-09-25T20:37:51Z,Finance & Accounting,4.3,5293.0,9/2016,63871.0,8
FOREX : LearnTo Trade the Improved ( Advanced ) Patterns,https://www.udemy.com/forex-learnto-trade-the-improved-advanced-patterns/,75,55,2,27,All Levels,5.5,2016-01-13T03:15:11Z,Finance & Accounting,4.3,12.0,1/2016,176.0,8
Exam 1 Review - Managerial Accounting (U of H),https://www.udemy.com/exam-1-review-mgr-acct/,30,47,9,22,Beginner Level,2.0,2016-02-11T16:23:46Z,Finance & Accounting,4.4,15.0,3/2016,71.0,8
* An Integrated Approach to the Fundamentals of Accounting,https://www.udemy.com/an-integrated-approach-to-the-fundamentals-of-accounting/,200,134,14,123,All Levels,5.5,2016-03-15T17:23:07Z,Finance & Accounting,3.5,45.0,3/2016,282.0,8
Financial Model Fundamentals-Learn the Essential Skills,https://www.udemy.com/financial-model-fundamentals-learn-the-essential-skills/,75,47,5,27,All Levels,2.5,2015-06-01T20:58:11Z,Finance & Accounting,4.4,25.0,5/2015,164.0,9
Forex: Economic News Trading,https://www.udemy.com/forex-economic-news-trading/,25,42,14,11,All Levels,0.6833333333333333,2016-02-29T18:44:03Z,Finance & Accounting,4.6,27.0,3/2016,133.0,8
Analyze Real Estate Investments | Financial Modeling,https://www.udemy.com/real-estate-financial-modeling/,20,120,18,21,All Levels,2.0,2015-07-21T21:45:17Z,Finance & Accounting,3.6,46.0,7/2016,273.0,9
Forex Killing Divergence - How to trade with precision,https://www.udemy.com/forex-killing-divergence-how-to-trade-with-precision/,20,1168,38,11,All Levels,0.6833333333333333,2015-01-25T18:41:28Z,Finance & Accounting,3.3,71.0,8/2016,1255.0,9
Corporate Finance 101: Financial Statement Analysis & Ratios,https://www.udemy.com/corp-fin-101-fsa-ratios/,50,967,16,43,All Levels,8.0,2016-03-20T21:39:38Z,Finance & Accounting,4.4,169.0,8/2016,3406.0,8
Mastering Futures Options for Beginners - Your Top 5 Plays!,https://www.udemy.com/mastering-futures-options-for-beginners-your-top-10-plays/,200,1185,10,33,Beginner Level,2.5,2016-02-02T20:35:37Z,Finance & Accounting,3.5,24.0,1/2017,1297.0,8
"Professional Options Trading, Simplified",https://www.udemy.com/optionstrading/,200,631,49,21,All Levels,2.0,2015-04-17T21:59:15Z,Finance & Accounting,3.9,98.0,8/2017,878.0,9
"Advanced Options Concepts - Probability, Greeks, Simulation",https://www.udemy.com/advanced-options-analysis/,60,968,81,10,Intermediate Level,2.0,2013-02-27T13:05:27Z,Finance & Accounting,3.8,855.0,12/2019,5938.0,11
