course_url,course_level,course_enrollments,subject,title,rating,number_of_ratings,number_of_students,price,total_length
https://www.edx.org/course/matematicas-para-la-U,Beginner Level,51943.173363949485,Sciences,URosarioX: Matemáticas para la U,4.5066793893129775,21.236641221374047,7590,39.0,24.0
https://www.edx.org/course/combinatorial-mathematics-2,Beginner Level,19693.0,Development,TsinghuaX: Combinatorial Mathematics | 组合数学,4.5066793893129775,21.236641221374047,22371,189.0,72.0
https://www.edx.org/course/aplicaciones-de-la-teoria-de-grafos-a-la-vida-real,Intermediate Level,11624.0,Sciences,UPValenciaX: Aplicaciones de la Teoría de Grafos a la Vida Real (I),4.5066793893129775,21.236641221374047,13541,45.0,16.0
https://www.edx.org/course/dynamic-programming-applications-in-machine-learni,Intermediate Level,8173.0,Development,UCSanDiegoX: Dynamic Programming: Applications In Machine Learning and Genomics,4.5066793893129775,21.236641221374047,9720,150.0,40.0
https://www.edx.org/course/graph-algorithms-in-genome-sequencing,Intermediate Level,5831.0,Development,UCSanDiegoX: Graph Algorithms in Genome Sequencing,4.5066793893129775,21.236641221374047,7513,150.0,30.0
https://www.edx.org/course/basics-of-statistical-inference-and-modelling-using-r,Intermediate Level,51943.173363949485,Sciences,UCx: Basics of Statistical Inference and Modelling Using R,4.4,5.0,7948,309.0,60.0
https://www.edx.org/course/string-processing-and-pattern-matching-algorithms,Intermediate Level,5552.0,Development,UCSanDiegoX: String Processing and Pattern Matching Algorithms,4.5066793893129775,21.236641221374047,6979,150.0,40.0
https://www.edx.org/course/np-complete-problems,Intermediate Level,5507.0,Development,UCSanDiegoX: NP-Complete Problems,4.5066793893129775,21.236641221374047,6625,150.0,30.0
https://www.edx.org/course/matlab-et-octave-pour-debutants,Beginner Level,11160.0,Development,EPFLx: MATLAB et Octave pour débutants,4.5066793893129775,21.236641221374047,12286,179.0,24.0
https://www.edx.org/course/algebre-lineaire-partie-2,Beginner Level,6115.0,Sciences,EPFLx: Algèbre Linéaire (Partie 2),4.5066793893129775,21.236641221374047,6795,179.0,40.0
https://www.edx.org/course/algebre-lineaire-partie-3,Beginner Level,5206.0,Sciences,EPFLx: Algèbre Linéaire (Partie 3),4.5066793893129775,21.236641221374047,5748,179.0,40.0
https://www.edx.org/course/probability-the-science-of-uncertainty-and-data,Expert Level,209212.0,Development,MITx: Probability - The Science of Uncertainty and Data,4.5066793893129775,21.236641221374047,319688,300.0,224.0
https://www.edx.org/course/machine-learning-with-python-from-linear-models-to,Expert Level,89898.0,Development,MITx: Machine Learning with Python: from Linear Models to Deep Learning,4.1,118.0,269945,300.0,210.0
https://www.edx.org/course/fundamentals-of-statistics,Expert Level,90887.0,Development,MITx: Fundamentals of Statistics,4.2,70.0,162795,300.0,252.0
https://www.edx.org/course/mathematical-methods-for-quantitative-finance,Expert Level,10140.0,Finance & Accounting,MITx: Mathematical Methods for Quantitative Finance,4.5066793893129775,21.236641221374047,49636,549.0,168.0
https://www.edx.org/course/manufacturing-process-control-i,Intermediate Level,31401.0,Development,MITx: Manufacturing Process Control I,4.5066793893129775,21.236641221374047,44187,175.0,96.0
https://www.edx.org/course/model-based-automotive-systems-engineering,Expert Level,14330.0,Development,ChalmersX: Model-Based Automotive Systems Engineering,4.5066793893129775,21.236641221374047,22699,249.0,140.0
https://www.edx.org/course/decision-making-for-autonomous-systems,Expert Level,7098.0,Development,ChalmersX: Decision-Making for Autonomous Systems,4.5066793893129775,21.236641221374047,10894,249.0,120.0
https://www.edx.org/course/statistics-computation-and-applications,Expert Level,51943.173363949485,Development,MITx: Data Analysis: Statistical Modeling and Computation in Applications,4.1,53.0,47917,300.0,225.0
https://www.edx.org/course/how-to-learn-math-for-students-2,Beginner Level,59781.0,Teaching & Academics,StanfordOnline: How to Learn Math: For Students,4.5066793893129775,21.236641221374047,155856,142.28481149012566,18.0
https://www.edx.org/course/fundamentos-de-informacion-financiera-y-contable-2,Intermediate Level,51943.173363949485,Finance & Accounting,AnahuacX: Fundamentos de información financiera y contable,4.9,7.0,16809,39.0,35.0
https://www.edx.org/course/conociendo-los-costos,Intermediate Level,51943.173363949485,Finance & Accounting,AnahuacX: Conociendo los costos,4.5066793893129775,21.236641221374047,8570,39.0,35.0
https://www.edx.org/course/mathematical-modelling-basics,Intermediate Level,51943.173363949485,Sciences,DelftX: Modelling with Differential Equations,4.5066793893129775,21.236641221374047,25924,139.0,72.0
https://www.edx.org/course/cs50s-web-programming-with-python-and-javascript,Intermediate Level,727733.0,Development,HarvardX: CS50's Web Programming with Python and JavaScript,4.5066793893129775,21.236641221374047,1443455,142.28481149012566,108.0
https://www.edx.org/course/programming-for-everybody-getting-started-with-pyt,Beginner Level,317325.0,Development,MichiganX: Programming for Everybody (Getting Started with Python),4.7,101.0,576021,59.0,28.0
https://www.edx.org/course/cs50s-introduction-to-computer-science,Beginner Level,2522780.0,Development,CS50's Introduction to Computer Science,4.5066793893129775,21.236641221374047,5829981,142.28481149012566,216.0
https://www.edx.org/course/cs50s-introduction-to-artificial-intelligence-with-python,Beginner Level,275219.0,Development,HarvardX: CS50's Introduction to Artificial Intelligence with Python,4.5066793893129775,21.236641221374047,1052533,142.28481149012566,210.0
https://www.edx.org/course/data-science-r-basics,Beginner Level,549890.0,Development,HarvardX: Data Science: R Basics,4.5,93.0,872815,219.0,16.0
https://www.edx.org/course/cs50s-introduction-to-game-development,Intermediate Level,357831.0,Development,HarvardX: CS50's Introduction to Game Development,4.5066793893129775,21.236641221374047,726936,142.28481149012566,108.0
https://www.edx.org/course/python-basics-for-data-science,Beginner Level,245953.0,Development,IBM: Python Basics for Data Science,4.5,289.0,772175,99.0,25.0
https://www.edx.org/course/data-science-machine-learning,Beginner Level,286680.0,Development,HarvardX: Data Science: Machine Learning,4.3,36.0,567065,149.0,32.0
https://www.edx.org/course/excel-fundamentos-y-herramientas,Beginner Level,294117.0,Development,UPValenciaX: Excel: Fundamentos y herramientas,4.6,31.0,434967,39.0,32.0
https://www.edx.org/course/power-searching-with-google,Beginner Level,51943.173363949485,Development,Google: Power Searching with Google,4.5066793893129775,21.236641221374047,26362,219.0,18.0
https://www.edx.org/course/introduction-to-kubernetes,Beginner Level,156113.0,Development,LinuxFoundationX: Introduction to Kubernetes,4.5,19.0,358670,189.0,42.0
https://www.edx.org/course/computing-in-python-i-fundamentals-and-procedural,Beginner Level,148824.0,Development,GTx: Computing in Python I: Fundamentals and Procedural Programming,4.6,41.0,249518,189.0,50.0
https://www.edx.org/course/data-science-visualization,Beginner Level,177104.0,Development,HarvardX: Data Science: Visualization,4.5,45.0,281930,219.0,16.0
https://www.edx.org/course/using-python-for-research,Intermediate Level,266235.0,Development,HarvardX: Using Python for Research,3.9,34.0,342163,249.0,48.0
https://www.edx.org/course/introduction-to-linux,Beginner Level,656946.0,Development,LinuxFoundationX: Introduction to Linux,4.4,76.0,868482,209.0,98.0
https://www.edx.org/course/python-aprender-a-programar,Beginner Level,25075.0,Development,UPValenciaX: Python: aprender a programar,4.3,15.0,98621,45.0,32.0
https://www.edx.org/course/artificial-intelligence-for-everyone,Beginner Level,54823.0,Development,IBM: AI for Everyone: Master the Basics,4.3,72.0,171807,99.0,8.0
https://www.edx.org/course/computer-science-101,Beginner Level,43245.0,Development,StanfordOnline: Computer Science 101,4.7,30.0,217791,249.0,36.0
https://www.edx.org/course/html5-and-css-fundamentals,Beginner Level,340191.0,Development,W3Cx: HTML5 and CSS Fundamentals,4.6,21.0,410824,249.0,36.0
https://www.edx.org/course/machine-learning-with-python-a-practical-introduct,Beginner Level,84506.0,Development,IBM: Machine Learning with Python: A Practical Introduction,4.6,28.0,170513,99.0,30.0
https://www.edx.org/course/intro-to-data-science,Beginner Level,48685.0,Development,IBM: Introduction to Data Science,4.5,65.0,158997,99.0,36.0
https://www.edx.org/course/analyzing-data-with-python,Beginner Level,97984.0,Development,IBM: Analyzing Data with Python,4.5,26.0,154450,99.0,20.0
https://www.edx.org/course/cs50-for-lawyers,Beginner Level,91254.0,Development,HarvardX: CS50's Computer Science for Lawyers,4.5066793893129775,21.236641221374047,182753,142.28481149012566,60.0
https://www.edx.org/course/c-programming-getting-started,Beginner Level,111184.0,Development,"DartmouthX, IMTx: C Programming: Getting Started",4.8,12.0,179617,99.0,28.0
https://www.edx.org/course/circuits-and-electronics-1-basic-circuit-analysi-2,Beginner Level,56780.0,Development,MITx: Circuits and Electronics 1: Basic Circuit Analysis,4.6,10.0,133127,189.0,35.0
https://www.edx.org/course/sql-for-data-science,Beginner Level,43902.0,Development,IBM: SQL for Data Science,4.3,27.0,115715,99.0,16.0
https://www.edx.org/course/programacion-para-todos-empezando-con-python,Beginner Level,84037.0,Development,MichiganX: Programación para todos (empezando con Python),4.4,19.0,170305,49.0,28.0
https://www.edx.org/course/excel-gestion-de-datos,Intermediate Level,115148.0,Development,UPValenciaX: Excel: gestión de datos,4.5,14.0,160180,69.0,36.0
https://www.edx.org/course/databases-5-sql,Beginner Level,24477.0,Development,StanfordOnline: Databases: Relational Databases and SQL,4.4,14.0,112586,69.0,20.0
https://www.edx.org/course/data-science-inference-and-modeling,Beginner Level,91007.0,Development,HarvardX: Data Science: Inference and Modeling,4.3,20.0,133036,149.0,16.0
https://www.edx.org/course/javascript-introduction,Beginner Level,163249.0,Development,W3Cx: JavaScript Introduction,3.8,9.0,216544,249.0,40.0
https://www.edx.org/course/python-for-data-science-2,Expert Level,270480.0,Development,UCSanDiegoX: Python for Data Science,3.4,14.0,325950,350.0,100.0
https://www.edx.org/course/introduction-to-digital-humanities,Beginner Level,40573.0,Social Sciences,HarvardX: Introduction to Digital Humanities,4.1,18.0,77888,219.0,28.0
https://www.edx.org/course/html5-coding-essentials-and-best-practices,Intermediate Level,243044.0,Development,W3Cx: HTML5 Coding Essentials and Best Practices,4.7,7.0,258787,249.0,48.0
https://www.edx.org/course/cs50s-understanding-technology,Beginner Level,53065.0,Development,HarvardX: CS50's Understanding Technology,4.5066793893129775,21.236641221374047,201071,142.28481149012566,36.0
https://www.edx.org/course/data-science-productivity-tools,Beginner Level,68511.0,Development,HarvardX: Data Science: Productivity Tools,4.3,21.0,101642,149.0,16.0
https://www.edx.org/course/algorithms-design-and-analysis,Intermediate Level,22823.0,Development,"StanfordOnline: Algorithms: Design and Analysis, Part 1",4.5066793893129775,21.236641221374047,76334,189.0,24.0
https://www.edx.org/course/css-basics,Beginner Level,97127.0,Development,W3Cx: CSS Basics,4.4,13.0,125306,249.0,35.0
https://www.edx.org/course/data-science-wrangling,Beginner Level,66363.0,Development,HarvardX: Data Science: Wrangling,4.3,18.0,95426,149.0,16.0
https://www.edx.org/course/introduction-to-computational-thinking-and-data-4,Intermediate Level,186615.0,Development,MITx: Introduction to Computational Thinking and Data Science,4.5066793893129775,21.236641221374047,246339,149.0,144.0
https://www.edx.org/course/cs50s-computer-science-for-business-professionals,Beginner Level,74932.0,Development,HarvardX: CS50's Computer Science for Business Professionals,4.5066793893129775,21.236641221374047,210037,142.28481149012566,36.0
https://www.edx.org/course/introduction-to-java-programming-starting-to-code,Beginner Level,329332.0,Development,UC3Mx: Introduction to Java Programming: Starting to code in Java,3.5,15.0,365836,189.0,50.0
https://www.edx.org/course/visualizing-data-with-python,Intermediate Level,43770.0,Development,IBM: Visualizing Data with Python,4.6,18.0,68074,99.0,20.0
https://www.edx.org/course/fundamentos-de-ciberseguridad-un-enfoque-practico,Intermediate Level,27581.0,Development,"IDBx, UC3Mx: Fundamentos de Ciberseguridad: un enfoque práctico",4.3,10.0,70430,25.0,42.0
https://www.edx.org/course/introduction-to-cloud-infrastructure-technologies,Beginner Level,88589.0,Development,LinuxFoundationX: Introduction to Cloud Infrastructure Technologies,4.6,7.0,128775,189.0,56.0
https://www.edx.org/course/introduction-to-jenkins,Beginner Level,7995.0,Development,LinuxFoundationX: Introduction to Jenkins,4.4,5.0,24078,189.0,30.0
https://www.edx.org/course/introduction-to-the-internet-of-things-iot,Beginner Level,90693.0,Development,CurtinX: Introduction to the Internet of Things (IoT),4.5066793893129775,21.236641221374047,117055,149.0,18.0
https://www.edx.org/course/introduccion-al-desarrollo-de-aplicaciones-web-2,Beginner Level,29127.0,Development,UAMx: Introducción al desarrollo de aplicaciones web,3.5,5.0,63090,29.0,25.0
https://www.edx.org/course/c-programming-language-foundations,Beginner Level,47864.0,Development,"DartmouthX, IMTx: C Programming: Language Foundations",4.6,8.0,69492,99.0,28.0
https://www.edx.org/course/introduccion-a-r,Beginner Level,7152.0,Development,AnahuacX: Introducción a R,4.4,7.0,17631,39.0,32.0
https://www.edx.org/course/python-data-structures,Beginner Level,37620.0,Development,MichiganX: Python Data Structures,4.7,19.0,57984,59.0,28.0
https://www.edx.org/course/data-science-tools,Beginner Level,16779.0,Development,IBM: Data Science Tools,4.3,29.0,34125,99.0,49.0
https://www.edx.org/course/how-to-code-simple-data,Beginner Level,99811.0,Development,UBCx: How to Code: Simple Data,4.1,8.0,161305,125.0,21.0
https://www.edx.org/course/introduccion-al-office-365,Beginner Level,17797.0,Development,UPValenciaX: Introducción al Office 365,4.5066793893129775,21.236641221374047,34244,69.0,21.0
https://www.edx.org/course/computing-in-python-ii-control-structures,Beginner Level,32709.0,Development,GTx: Computing in Python II: Control Structures,4.8,21.0,52441,189.0,50.0
https://www.edx.org/course/deep-learning-with-python-and-pytorch,Intermediate Level,36952.0,Development,IBM: Deep Learning with Python and PyTorch,4.5066793893129775,21.236641221374047,51041,99.0,24.0
https://www.edx.org/course/java-programming-fundamentals,Intermediate Level,51943.173363949485,Development,GalileoX: Java Programming Fundamentals,4.5066793893129775,21.236641221374047,37417,39.0,50.0
https://www.edx.org/course/introduction-to-cloud-computing-6,Beginner Level,6669.0,Development,IBM: Introduction to Cloud Computing,4.6,97.0,97367,49.0,12.0
https://www.edx.org/course/product-management-fundamentals,Beginner Level,13360.0,Business,"UMD, USMx: Product Management Fundamentals",4.4,25.0,66951,249.0,12.0
https://www.edx.org/course/blockchain-understanding-its-uses-and-implications,Beginner Level,68005.0,Business,LinuxFoundationX: Blockchain: Understanding Its Uses and Implications,4.5,39.0,110111,189.0,42.0
https://www.edx.org/course/fundamentals-of-red-hat-enterprise-linux,Beginner Level,55249.0,Development,RedHat: Fundamentals of Red Hat Enterprise Linux 9,4.8,9.0,75324,99.0,24.0
https://www.edx.org/course/data-science-and-machine-learning-capstone-project,Intermediate Level,22591.0,Development,IBM: Data Science and Machine Learning Capstone Project,4.8,10.0,35825,149.0,24.0
https://www.edx.org/course/machine-learning-fundamentals-2,Expert Level,83042.0,Development,UCSanDiegoX: Machine Learning Fundamentals,4.2,10.0,98623,350.0,100.0
https://www.edx.org/course/disena-presentaciones-eficaces-con-powerpoint,Beginner Level,37891.0,Development,UPValenciaX: Diseña presentaciones eficaces con Powerpoint,4.4,5.0,54824,45.0,30.0
https://www.edx.org/course/compilers,Beginner Level,9124.0,Development,StanfordOnline: Compilers,4.5066793893129775,21.236641221374047,40975,249.0,100.0
https://www.edx.org/course/computer-graphics-2,Intermediate Level,99502.0,Development,UCSanDiegoX: Computer Graphics,4.5066793893129775,21.236641221374047,118311,99.0,72.0
https://www.edx.org/course/computing-in-python-iii-data-structures,Beginner Level,28189.0,Development,GTx: Computing in Python III: Data Structures,4.2,19.0,44652,189.0,50.0
https://www.edx.org/course/fundamentals-of-tinyml,Beginner Level,5767.0,Development,HarvardX: Fundamentals of TinyML,4.5,28.0,61120,299.0,20.0
https://www.edx.org/course/deep-learning-with-tensorflow,Intermediate Level,38330.0,Development,IBM: Deep Learning with Tensorflow,4.6,5.0,52158,99.0,20.0
https://www.edx.org/course/introduccion-a-la-ingenieria-del-software,Beginner Level,19014.0,Development,UAMx: Introducción a la Ingeniería del Software,4.4,9.0,44921,29.0,25.0
https://www.edx.org/course/software-engineering-introduction,Expert Level,36957.0,Development,UBCx: Software Engineering: Introduction,4.5066793893129775,21.236641221374047,53056,125.0,60.0
https://www.edx.org/course/web-accessibility-introduction,Beginner Level,16895.0,Development,W3Cx: Introduction to Web Accessibility,4.4,36.0,70334,99.0,20.0
https://www.edx.org/course/build-your-very-first-ios-app,Beginner Level,32689.0,Development,CurtinX: Build your very first iOS app,4.5066793893129775,21.236641221374047,50325,189.0,80.0
https://www.edx.org/course/computing-in-python-iv-objects-algorithms,Beginner Level,29103.0,Development,GTx: Computing in Python IV: Objects & Algorithms,4.7,14.0,45934,189.0,50.0
https://www.edx.org/course/AI-chatbots-without-programming,Beginner Level,36186.0,Development,IBM: AI Chatbots without Programming,4.3,18.0,54818,99.0,8.0
https://www.edx.org/course/introduccion-a-la-ciencia-de-datos-y-el-big-data,Intermediate Level,17065.0,Development,TecdeMonterreyX: Introducción a la Ciencia de Datos y el Big Data,4.3,18.0,49248,59.0,20.0
https://www.edx.org/course/deep-learning-fundamentals-with-keras,Intermediate Level,32919.0,Development,IBM: Deep Learning Fundamentals with Keras,4.6,14.0,48372,99.0,20.0
https://www.edx.org/course/cyber-security-basics-a-hands-on-approach,Intermediate Level,69681.0,Development,UC3Mx: Cyber Security Basics: A Hands-on Approach,4.5066793893129775,21.236641221374047,82354,119.0,42.0
https://www.edx.org/course/designing-the-user-experience,Beginner Level,7267.0,Business,"UMD, USMx: Product Design, Prototyping, and Testing",4.1,20.0,34408,249.0,12.0
https://www.edx.org/course/exploring-graphql-a-query-language-for-apis,Beginner Level,10721.0,Development,LinuxFoundationX: Exploring GraphQL: A Query Language for APIs,4.5066793893129775,21.236641221374047,35775,189.0,14.0
https://www.edx.org/course/html5-apps-and-games,Expert Level,87551.0,Development,W3Cx: HTML5 Apps and Games,4.3,8.0,98337,199.0,32.0
https://www.edx.org/course/introduction-to-devops-and-site-reliability-engineering,Beginner Level,9896.0,Development,LinuxFoundationX: Introduction to DevOps and Site Reliability Engineering,4.0,7.0,37557,209.0,20.0
https://www.edx.org/course/introduction-to-cloud-development-with-html5-css3-and-javascript,Beginner Level,51943.173363949485,Development,"IBM: Introduction to Web Development with HTML5, CSS3, and JavaScript",4.3,115.0,132397,49.0,8.0
https://www.edx.org/course/introduccion-a-la-programacion-en-java-empezando-a,Beginner Level,24404.0,Development,UC3Mx: Introducción a la programación en Java: empezando a programar,4.5066793893129775,21.236641221374047,48346,59.0,50.0
https://www.edx.org/course/linux-basics-the-command-line-interface,Beginner Level,33791.0,Development,"DartmouthX, IMTx: Linux Basics: The Command Line Interface",4.5066793893129775,21.236641221374047,46002,99.0,35.0
https://www.edx.org/course/estructuras-de-datos-con-python,Beginner Level,51943.173363949485,Development,MichiganX: Estructuras de Datos con Python,4.5066793893129775,21.236641221374047,9578,59.0,28.0
https://www.edx.org/course/data-science-method,Beginner Level,8533.0,Development,IBM: The Data Science Method,4.3,8.0,16904,99.0,49.0
https://www.edx.org/course/blockchain-and-fintech-basics-applications-and-lim,Beginner Level,22658.0,Development,"HKUx: Blockchain and FinTech: Basics, Applications, and Limitations",4.5066793893129775,21.236641221374047,38311,199.0,24.0
https://www.edx.org/course/circuits-and-electronics-2-amplification-speed-a-2,Intermediate Level,10308.0,Development,"MITx: Circuits and Electronics 2: Amplification, Speed, and Delay",4.5066793893129775,21.236641221374047,23835,189.0,45.0
https://www.edx.org/course/embedded-systems-essentials-with-arm-getting-started,Intermediate Level,51943.173363949485,Development,ArmEducationX: Embedded Systems Essentials with Arm: Getting Started,4.4,9.0,29763,99.0,36.0
https://www.edx.org/course/advanced-topics-in-sql,Beginner Level,51943.173363949485,Development,StanfordOnline: Databases: Advanced Topics in SQL,4.6,5.0,39144,69.0,20.0
https://www.edx.org/course/human-computer-interaction-i-fundamentals-design-p,Beginner Level,9571.0,Development,GTx: Human-Computer Interaction I: Fundamentals & Design Principles,4.6,5.0,19247,119.0,36.0
https://www.edx.org/course/circuits-and-electronics-3-applications-2,Intermediate Level,9917.0,Development,MITx: Circuits and Electronics 3: Applications,4.8,5.0,20182,189.0,70.0
https://www.edx.org/course/introduccion-a-las-tecnologias-para-la-educacion,Beginner Level,31975.0,Development,UPValenciaX: Introducción a las tecnologías para la Educación,4.2,5.0,36974,45.0,20.0
https://www.edx.org/course/introduction-to-the-internet-of-things,Beginner Level,7871.0,Development,UPValenciaX: Introduction to the Internet of Things,4.5066793893129775,21.236641221374047,17113,39.0,36.0
https://www.edx.org/course/migrating-to-the-aws-cloud,Intermediate Level,51943.173363949485,Development,AWS: Migrating to the AWS Cloud,4.5066793893129775,21.236641221374047,7809,59.0,16.0
https://www.edx.org/course/c-programming-modular-programming-and-memory-manag,Beginner Level,19371.0,Development,"DartmouthX, IMTx: C Programming: Modular Programming and Memory Management",5.0,5.0,26849,99.0,28.0
https://www.edx.org/course/intro-to-watson-AI,Beginner Level,5334.0,Development,IBM: Introduction to Watson AI,4.5,7.0,11786,99.0,64.0
https://www.edx.org/course/modeling-and-theory,Beginner Level,51943.173363949485,Development,StanfordOnline: Databases: Modeling and Theory,4.5066793893129775,21.236641221374047,19161,69.0,20.0
https://www.edx.org/course/introduccion-a-la-programacion-en-c-tipos-de-datos,Beginner Level,13940.0,Development,UAMx: Introducción a la programación en C: Tipos de datos y estructuras,4.5066793893129775,21.236641221374047,23737,29.0,16.0
https://www.edx.org/course/achieving-product-market-fit,Beginner Level,51943.173363949485,Business,"UMD, USMx: Achieving Product-Market Fit",4.8,12.0,10335,249.0,12.0
https://www.edx.org/course/buscar-en-internet,Beginner Level,27636.0,Development,UPValenciaX: Buscar en Internet,4.5066793893129775,21.236641221374047,30523,25.0,28.0
https://www.edx.org/course/c-programming-pointers-and-memory-management,Beginner Level,19838.0,Development,"DartmouthX, IMTx: C Programming: Pointers and Memory Management",4.5066793893129775,21.236641221374047,27037,99.0,28.0
https://www.edx.org/course/pytorch-basics-for-machine-learning,Beginner Level,51943.173363949485,Development,IBM: PyTorch Basics for Machine Learning,3.5,10.0,14603,39.0,25.0
https://www.edx.org/course/herramientas-para-el-analisis-de-big-data,Intermediate Level,8454.0,Development,TecdeMonterreyX: Herramientas para el Análisis de Big Data,4.5,9.0,19077,59.0,20.0
https://www.edx.org/course/visualizacion-de-datos-y-storytelling,Intermediate Level,6415.0,Development,TecdeMonterreyX: Visualización de Datos y Storytelling,4.4,8.0,17718,59.0,20.0
https://www.edx.org/course/introduccion-a-la-robotica-y-sistemas-para-la-indu,Beginner Level,7599.0,Development,AnahuacX: Introducción a la robótica e industria 4.0,4.5066793893129775,21.236641221374047,11884,39.0,15.0
https://www.edx.org/course/music-technology-foundations,Beginner Level,35039.0,Development,AdelaideX: Music Technology Foundations,4.5066793893129775,21.236641221374047,44573,169.0,18.0
https://www.edx.org/course/introduction-to-hyperledger-blockchain-technologie,Beginner Level,139372.0,Business,LinuxFoundationX: Introduction to Hyperledger Blockchain Technologies,4.3,9.0,151493,189.0,40.0
https://www.edx.org/course/c-programming-advanced-data-types,Intermediate Level,17338.0,Development,"DartmouthX, IMTx: C Programming: Advanced Data Types",4.5066793893129775,21.236641221374047,23238,99.0,35.0
https://www.edx.org/course/iot-system-design-software-and-hardware-integratio,Intermediate Level,13802.0,Development,WasedaX: IoT System Design: Software and Hardware Integration,4.5066793893129775,21.236641221374047,16608,129.0,24.0
https://www.edx.org/course/Data-Ethics-AI-and-Responsible-Innovation,Intermediate Level,51943.173363949485,Development,"EdinburghX: Data Ethics, AI and Responsible Innovation",4.5066793893129775,21.236641221374047,12406,49.0,21.0
https://www.edx.org/course/strategic-applications-of-it-project-program-manag,Beginner Level,18414.0,Business,UWashingtonX: Strategic Applications of IT Project & Program Management,4.5,13.0,27288,249.0,30.0
https://www.edx.org/course/introduction-to-serverless-on-kubernetes,Beginner Level,51943.173363949485,Development,LinuxFoundationX: Introduction to Serverless on Kubernetes,4.5066793893129775,21.236641221374047,12864,209.0,21.0
https://www.edx.org/course/introduccion-a-la-inteligencia-artificial-principales-algoritmos,Beginner Level,51943.173363949485,Development,GalileoX: Introducción a la Inteligencia Artificial: Principales Algoritmos,4.5066793893129775,21.236641221374047,14831,19.0,20.0
https://www.edx.org/course/introduccion-a-la-inteligencia-artificial,Beginner Level,11576.0,Development,AnahuacX: Introducción a la Inteligencia Artificial,4.2,6.0,25568,39.0,20.0
https://www.edx.org/course/introduction-to-open-source-networking-technologie,Beginner Level,17851.0,Development,LinuxFoundationX: Introduction to Open Source Networking Technologies,4.5066793893129775,21.236641221374047,26007,249.0,56.0
https://www.edx.org/course/automated-software-testing-unit-testing-coverage-2,Intermediate Level,13057.0,Development,"DelftX: Automated Software Testing: Unit Testing, Coverage Criteria and Design for Testability",4.5066793893129775,21.236641221374047,23982,249.0,25.0
https://www.edx.org/course/introduction-to-user-experience-3,Intermediate Level,51943.173363949485,Development,HECMontrealX: Introduction to User Experience,4.5066793893129775,21.236641221374047,21917,249.0,36.0
https://www.edx.org/course/diagramas-uml-estructurales-para-la-ingenieria-del,Beginner Level,6277.0,Development,UPValenciaX: Diagramas UML estructurales para la Ingeniería del Software,4.5066793893129775,21.236641221374047,12339,39.0,20.0
https://www.edx.org/course/deep-learning-essentials,Intermediate Level,5334.0,Development,UMontrealX: Deep Learning Essentials,4.5066793893129775,21.236641221374047,7626,189.0,30.0
https://www.edx.org/course/AI-applications-with-watson,Intermediate Level,9421.0,Development,IBM: AI Applications with Watson,4.5066793893129775,21.236641221374047,14688,99.0,12.0
https://www.edx.org/course/introduction-to-java-programming-writing-good-code,Beginner Level,51914.0,Development,UC3Mx: Introduction to Java Programming: Writing Good Code,3.6,5.0,60673,189.0,35.0
https://www.edx.org/course/uml-class-diagrams-for-software-engineering,Beginner Level,34503.0,Development,KULeuvenX: UML Class Diagrams for Software Engineering,4.0,7.0,42806,59.0,15.0
https://www.edx.org/course/leadership-and-management-for-pm-practitioners-in,Beginner Level,22265.0,Business,UWashingtonX: Leadership and Management for PM Practitioners in IT,4.7,10.0,27405,249.0,30.0
https://www.edx.org/course/aprendizaje-automatico-y-ciencia-de-datos,Intermediate Level,14449.0,Development,UPValenciaX: Aprendizaje automático (machine learning) y ciencia de datos,4.5066793893129775,21.236641221374047,25516,39.0,25.0
https://www.edx.org/course/fundamentos-tic-para-profesionales-de-negocios-imp,Beginner Level,5150.0,Development,UPValenciaX: Fundamentos TIC para profesionales de negocios: Ciberseguridad e Implicaciones sociales,4.5066793893129775,21.236641221374047,11519,69.0,12.0
https://www.edx.org/course/modelos-predictivos-con-machine-learning,Intermediate Level,5370.0,Development,AnahuacX: Modelos predictivos con Machine Learning,4.5066793893129775,21.236641221374047,11899,39.0,32.0
https://www.edx.org/course/c-programming-using-linux-tools-and-libraries,Intermediate Level,14392.0,Development,"DartmouthX, IMTx: C Programming: Using Linux Tools and Libraries",4.5066793893129775,21.236641221374047,19024,99.0,35.0
https://www.edx.org/course/portfolio-management-governance-the-pmo,Beginner Level,17705.0,Business,"UWashingtonX: Portfolio Management, Governance, & the PMO",4.3,14.0,27724,249.0,30.0
https://www.edx.org/course/health-informatics-for-better-and-safer-healthcare,Beginner Level,51943.173363949485,Health,IsraelX: Health Informatics for better and safer healthcare,4.5066793893129775,21.236641221374047,5432,49.0,16.0
https://www.edx.org/course/how-to-code-complex-data,Beginner Level,34584.0,Development,UBCx: How to Code: Complex Data,4.5066793893129775,21.236641221374047,45691,125.0,18.0
https://www.edx.org/course/iot-networks-and-protocols,Beginner Level,22407.0,Development,CurtinX: IoT Networks and Protocols,4.5066793893129775,21.236641221374047,25975,199.0,30.0
https://www.edx.org/course/applied-deep-learning-capstone-project,Expert Level,8562.0,Development,IBM: Applied Deep Learning Capstone Project,4.6,5.0,10701,149.0,20.0
https://www.edx.org/course/identity-in-hyperledger-aries-indy-and-ursa,Beginner Level,51943.173363949485,Development,LinuxFoundationX: Introduction to Hyperledger Self-Sovereign Identity Blockchain Solutions,4.5066793893129775,21.236641221374047,12794,249.0,21.0
